resource,path,palette,tag,template_resref,original_base,original_label,original_limit,role,action,shop_copies,planned_base
cnr_m_cu_herbiv,src/cnr/uti/cnr_m_cu_herbiv.uti.json,CNR - Peleteria,cnr_m_cu_herbiv,cnr_m_cu_herbiv,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_mitica,src/cnr/uti/cnr_m_cu_mitica.uti.json,CNR - Peleteria,cnr_m_cu_mitica,cnr_m_cu_mitica,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_miticag,src/cnr/uti/cnr_m_cu_miticag.uti.json,CNR - Peleteria,cnr_m_cu_miticag,cnr_m_cu_miticag,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_cu_roedor,src/cnr/uti/cnr_m_cu_roedor.uti.json,CNR - Peleteria,cnr_m_cu_roedor,cnr_m_cu_roedor,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_le_abeto,src/cnr/uti/cnr_m_le_abeto.uti.json,CNR - Carpinteria,cnr_m_le_abeto,cnr_m_le_abeto,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_le_cedro,src/cnr/uti/cnr_m_le_cedro.uti.json,CNR - Carpinteria,cnr_m_le_cedro,cnr_m_le_cedro,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_le_lenoca,src/cnr/uti/cnr_m_le_lenoca.uti.json,CNR - Carpinteria,cnr_m_le_lenoca,cnr_m_le_lenoca,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_le_maderad,src/cnr/uti/cnr_m_le_maderad.uti.json,CNR - Carpinteria,cnr_m_le_maderad,cnr_m_le_maderad,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_le_pino,src/cnr/uti/cnr_m_le_pino.uti.json,CNR - Carpinteria,cnr_m_le_pino,cnr_m_le_pino,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_le_roble,src/cnr/uti/cnr_m_le_roble.uti.json,CNR - Carpinteria,cnr_m_le_roble,cnr_m_le_roble,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_le_sombra,src/cnr/uti/cnr_m_le_sombra.uti.json,CNR - Carpinteria,cnr_m_le_sombra,cnr_m_le_sombra,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_le_zalant,src/cnr/uti/cnr_m_le_zalant.uti.json,CNR - Carpinteria,cnr_m_le_zalant,cnr_m_le_zalant,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_li_acero,src/cnr/uti/cnr_m_li_acero.uti.json,CNR - Herreria,cnr_m_li_acero,cnr_m_li_acero,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_adaman,src/cnr/uti/cnr_m_li_adaman.uti.json,CNR - Herreria,cnr_m_li_adaman,cnr_m_li_adaman,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_li_arandur,src/cnr/uti/cnr_m_li_arandur.uti.json,CNR - Herreria,cnr_m_li_arandur,cnr_m_li_arandur,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_cobre,src/cnr/uti/cnr_m_li_cobre.uti.json,CNR - Herreria,cnr_m_li_cobre,cnr_m_li_cobre,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_dlarun,src/cnr/uti/cnr_m_li_dlarun.uti.json,CNR - Herreria,cnr_m_li_dlarun,cnr_m_li_dlarun,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_enardec,src/cnr/uti/cnr_m_li_enardec.uti.json,CNR - Herreria,cnr_m_li_enardec,cnr_m_li_enardec,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_frio,src/cnr/uti/cnr_m_li_frio.uti.json,CNR - Herreria,cnr_m_li_frio,cnr_m_li_frio,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_hierro,src/cnr/uti/cnr_m_li_hierro.uti.json,CNR - Herreria,cnr_m_li_hierro,cnr_m_li_hierro,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_hizag,src/cnr/uti/cnr_m_li_hizag.uti.json,CNR - Herreria,cnr_m_li_hizag,cnr_m_li_hizag,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_mithril,src/cnr/uti/cnr_m_li_mithril.uti.json,CNR - Herreria,cnr_m_li_mithril,cnr_m_li_mithril,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_oro,src/cnr/uti/cnr_m_li_oro.uti.json,CNR - Herreria,cnr_m_li_oro,cnr_m_li_oro,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_oscuro,src/cnr/uti/cnr_m_li_oscuro.uti.json,CNR - Herreria,cnr_m_li_oscuro,cnr_m_li_oscuro,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_plata,src/cnr/uti/cnr_m_li_plata.uti.json,CNR - Herreria,cnr_m_li_plata,cnr_m_li_plata,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_platino,src/cnr/uti/cnr_m_li_platino.uti.json,CNR - Herreria,cnr_m_li_platino,cnr_m_li_platino,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_li_vivo,src/cnr/uti/cnr_m_li_vivo.uti.json,CNR - Herreria,cnr_m_li_vivo,cnr_m_li_vivo,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_pe_acero,src/cnr/uti/cnr_m_pe_acero.uti.json,CNR - Herreria,cnr_m_pe_acero,cnr_m_pe_acero,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_adaman,src/cnr/uti/cnr_m_pe_adaman.uti.json,CNR - Herreria,cnr_m_pe_adaman,cnr_m_pe_adaman,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_arandur,src/cnr/uti/cnr_m_pe_arandur.uti.json,CNR - Herreria,cnr_m_pe_arandur,cnr_m_pe_arandur,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_carbon,src/cnr/uti/cnr_m_pe_carbon.uti.json,CNR - Herreria,cnr_m_pe_carbon,cnr_m_pe_carbon,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_cobre,src/cnr/uti/cnr_m_pe_cobre.uti.json,CNR - Herreria,cnr_m_pe_cobre,cnr_m_pe_cobre,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_dlarun,src/cnr/uti/cnr_m_pe_dlarun.uti.json,CNR - Herreria,cnr_m_pe_dlarun,cnr_m_pe_dlarun,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_enardec,src/cnr/uti/cnr_m_pe_enardec.uti.json,CNR - Herreria,cnr_m_pe_enardec,cnr_m_pe_enardec,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_frio,src/cnr/uti/cnr_m_pe_frio.uti.json,CNR - Herreria,cnr_m_pe_frio,cnr_m_pe_frio,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_hierro,src/cnr/uti/cnr_m_pe_hierro.uti.json,CNR - Herreria,cnr_m_pe_hierro,cnr_m_pe_hierro,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_hizag,src/cnr/uti/cnr_m_pe_hizag.uti.json,CNR - Herreria,cnr_m_pe_hizag,cnr_m_pe_hizag,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_mithril,src/cnr/uti/cnr_m_pe_mithril.uti.json,CNR - Herreria,cnr_m_pe_mithril,cnr_m_pe_mithril,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_oro,src/cnr/uti/cnr_m_pe_oro.uti.json,CNR - Herreria,cnr_m_pe_oro,cnr_m_pe_oro,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_oscuro,src/cnr/uti/cnr_m_pe_oscuro.uti.json,CNR - Herreria,cnr_m_pe_oscuro,cnr_m_pe_oscuro,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_plata,src/cnr/uti/cnr_m_pe_plata.uti.json,CNR - Herreria,cnr_m_pe_plata,cnr_m_pe_plata,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_platino,src/cnr/uti/cnr_m_pe_platino.uti.json,CNR - Herreria,cnr_m_pe_platino,cnr_m_pe_platino,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pe_vivo,src/cnr/uti/cnr_m_pe_vivo.uti.json,CNR - Herreria,cnr_m_pe_vivo,cnr_m_pe_vivo,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_bestia,src/cnr/uti/cnr_m_pi_bestia.uti.json,CNR - Peleteria,cnr_m_pi_bestia,cnr_m_pi_bestia,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_bestiag,src/cnr/uti/cnr_m_pi_bestiag.uti.json,CNR - Peleteria,cnr_m_pi_bestiag,cnr_m_pi_bestiag,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_dracoa,src/cnr/uti/cnr_m_pi_dracoa.uti.json,CNR - Peleteria,cnr_m_pi_dracoa,cnr_m_pi_dracoa,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_dracof,src/cnr/uti/cnr_m_pi_dracof.uti.json,CNR - Peleteria,cnr_m_pi_dracof,cnr_m_pi_dracof,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_dracoh,src/cnr/uti/cnr_m_pi_dracoh.uti.json,CNR - Peleteria,cnr_m_pi_dracoh,cnr_m_pi_dracoh,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_dracor,src/cnr/uti/cnr_m_pi_dracor.uti.json,CNR - Peleteria,cnr_m_pi_dracor,cnr_m_pi_dracor,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_herbiv,src/cnr/uti/cnr_m_pi_herbiv.uti.json,CNR - Peleteria,cnr_m_pi_herbiv,cnr_m_pi_herbiv,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_mitica,src/cnr/uti/cnr_m_pi_mitica.uti.json,CNR - Peleteria,cnr_m_pi_mitica,cnr_m_pi_mitica,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_miticag,src/cnr/uti/cnr_m_pi_miticag.uti.json,CNR - Peleteria,cnr_m_pi_miticag,cnr_m_pi_miticag,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_pi_roedor,src/cnr/uti/cnr_m_pi_roedor.uti.json,CNR - Peleteria,cnr_m_pi_roedor,cnr_m_pi_roedor,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_ta_abeto,src/cnr/uti/cnr_m_ta_abeto.uti.json,CNR - Carpinteria,cnr_m_ta_abeto,cnr_m_ta_abeto,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_ta_cedro,src/cnr/uti/cnr_m_ta_cedro.uti.json,CNR - Carpinteria,cnr_m_ta_cedro,cnr_m_ta_cedro,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_ta_lenoca,src/cnr/uti/cnr_m_ta_lenoca.uti.json,CNR - Carpinteria,cnr_m_ta_lenoca,cnr_m_ta_lenoca,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_ta_maderad,src/cnr/uti/cnr_m_ta_maderad.uti.json,CNR - Carpinteria,cnr_m_ta_maderad,cnr_m_ta_maderad,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_ta_pino,src/cnr/uti/cnr_m_ta_pino.uti.json,CNR - Carpinteria,cnr_m_ta_pino,cnr_m_ta_pino,29,miscmedium,1,material_or_consumable,dedicated_stack_10,0,525
cnr_m_ta_roble,src/cnr/uti/cnr_m_ta_roble.uti.json,CNR - Carpinteria,cnr_m_ta_roble,cnr_m_ta_roble,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_ta_sombra,src/cnr/uti/cnr_m_ta_sombra.uti.json,CNR - Carpinteria,cnr_m_ta_sombra,cnr_m_ta_sombra,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_m_ta_zalant,src/cnr/uti/cnr_m_ta_zalant.uti.json,CNR - Carpinteria,cnr_m_ta_zalant,cnr_m_ta_zalant,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,0,536
cnr_p_aceite,src/cnr/uti/cnr_p_aceite.uti.json,CNR - Herreria,cnr_p_aceite,cnr_p_aceite,79,miscthin,1,material_or_consumable,dedicated_stack_10,2,530
cnr_p_ar_cobre,src/cnr/uti/cnr_p_ar_cobre.uti.json,CNR - Joyeria,cnr_p_ar_cobre,cnr_p_ar_cobre,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_p_ar_oro,src/cnr/uti/cnr_p_ar_oro.uti.json,CNR - Joyeria,cnr_p_ar_oro,cnr_p_ar_oro,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_p_ar_platino,src/cnr/uti/cnr_p_ar_platino.uti.json,CNR - Joyeria,cnr_p_ar_platino,cnr_p_ar_platino,52,ring,1,equipment,retain_equipment_limit,0,52
cnr_p_ardor,src/cnr/uti/cnr_p_ardor.uti.json,CNR - Alquimia,cnr_p_ardor,cnr_p_ardor,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_aroshierro,src/cnr/uti/cnr_p_aroshierro.uti.json,CNR - Carpinteria,cnr_p_aroshierro,cnr_p_aroshierro,24,miscsmall,1,material_or_consumable,dedicated_stack_10,1,523
cnr_p_baya,src/cnr/uti/cnr_p_baya.uti.json,CNR - Alquimia,cnr_p_baya,cnr_p_baya,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_botella,src/cnr/uti/cnr_p_botella.uti.json,CNR - Alquimia,cnr_p_botella,cnr_p_botella,101,empty_potion,1,material_or_consumable,dedicated_stack_10,6,531
cnr_p_brisa,src/cnr/uti/cnr_p_brisa.uti.json,CNR - Alquimia,cnr_p_brisa,cnr_p_brisa,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_ca_cobre,src/cnr/uti/cnr_p_ca_cobre.uti.json,CNR - Joyeria,cnr_p_ca_cobre,cnr_p_ca_cobre,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_p_ca_oro,src/cnr/uti/cnr_p_ca_oro.uti.json,CNR - Joyeria,cnr_p_ca_oro,cnr_p_ca_oro,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_p_ca_platino,src/cnr/uti/cnr_p_ca_platino.uti.json,CNR - Joyeria,cnr_p_ca_platino,cnr_p_ca_platino,19,amulet,1,equipment,retain_equipment_limit,0,19
cnr_p_ci_cobre,src/cnr/uti/cnr_p_ci_cobre.uti.json,CNR - Joyeria,cnr_p_ci_cobre,cnr_p_ci_cobre,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_ci_oro,src/cnr/uti/cnr_p_ci_oro.uti.json,CNR - Joyeria,cnr_p_ci_oro,cnr_p_ci_oro,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_ci_platino,src/cnr/uti/cnr_p_ci_platino.uti.json,CNR - Joyeria,cnr_p_ci_platino,cnr_p_ci_platino,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_correas,src/cnr/uti/cnr_p_correas.uti.json,CNR - Peleteria,cnr_p_correas,cnr_p_correas,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_cuerdaarco,src/cnr/uti/cnr_p_cuerdaarco.uti.json,CNR - Carpinteria,cnr_p_cuerdaarco,cnr_p_cuerdaarco,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_cuerdabal,src/cnr/uti/cnr_p_cuerdabal.uti.json,CNR - Carpinteria,cnr_p_cuerdabal,cnr_p_cuerdabal,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_esencinv,src/cnr/uti/cnr_p_esencinv.uti.json,CNR - Alquimia,cnr_p_esencinv,cnr_p_esencinv,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_especia,src/cnr/uti/cnr_p_especia.uti.json,CNR - Alquimia,cnr_p_especia,cnr_p_especia,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_flor,src/cnr/uti/cnr_p_flor.uti.json,CNR - Alquimia,cnr_p_flor,cnr_p_flor,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_fruto,src/cnr/uti/cnr_p_fruto.uti.json,CNR - Alquimia,cnr_p_fruto,cnr_p_fruto,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_humo,src/cnr/uti/cnr_p_humo.uti.json,CNR - Alquimia,cnr_p_humo,cnr_p_humo,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_limo,src/cnr/uti/cnr_p_limo.uti.json,CNR - Alquimia,cnr_p_limo,cnr_p_limo,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_mangoclava,src/cnr/uti/cnr_p_mangoclava.uti.json,CNR - Carpinteria,cnr_p_mangoclava,cnr_p_mangoclava,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_pasta,src/cnr/uti/cnr_p_pasta.uti.json,CNR - Alquimia,cnr_p_pasta,cnr_p_pasta,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_picada,src/cnr/uti/cnr_p_picada.uti.json,CNR - Alquimia,cnr_p_picada,cnr_p_picada,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_planchagra,src/cnr/uti/cnr_p_planchagra.uti.json,CNR - Carpinteria,cnr_p_planchagra,cnr_p_planchagra,29,miscmedium,1,material_or_consumable,dedicated_stack_10,1,525
cnr_p_planchapeq,src/cnr/uti/cnr_p_planchapeq.uti.json,CNR - Carpinteria,cnr_p_planchapeq,cnr_p_planchapeq,24,miscsmall,1,material_or_consumable,dedicated_stack_10,1,523
cnr_p_plumas,src/cnr/uti/cnr_p_plumas.uti.json,CNR - Carpinteria,cnr_p_plumas,cnr_p_plumas,24,miscsmall,1,material_or_consumable,dedicated_stack_10,1,523
cnr_p_po_amat,src/cnr/uti/cnr_p_po_amat.uti.json,CNR - Joyeria,cnr_p_po_amat,cnr_p_po_amat,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_po_aza,src/cnr/uti/cnr_p_po_aza.uti.json,CNR - Joyeria,cnr_p_po_aza,cnr_p_po_aza,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_po_cuar,src/cnr/uti/cnr_p_po_cuar.uti.json,CNR - Joyeria,cnr_p_po_cuar,cnr_p_po_cuar,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_po_diam,src/cnr/uti/cnr_p_po_diam.uti.json,CNR - Joyeria,cnr_p_po_diam,cnr_p_po_diam,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,1,537
cnr_p_po_obs,src/cnr/uti/cnr_p_po_obs.uti.json,CNR - Joyeria,cnr_p_po_obs,cnr_p_po_obs,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_po_rubi,src/cnr/uti/cnr_p_po_rubi.uti.json,CNR - Joyeria,cnr_p_po_rubi,cnr_p_po_rubi,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_po_top,src/cnr/uti/cnr_p_po_top.uti.json,CNR - Joyeria,cnr_p_po_top,cnr_p_po_top,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_po_zaf,src/cnr/uti/cnr_p_po_zaf.uti.json,CNR - Joyeria,cnr_p_po_zaf,cnr_p_po_zaf,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_p_puntasfle,src/cnr/uti/cnr_p_puntasfle.uti.json,CNR - Carpinteria,cnr_p_puntasfle,cnr_p_puntasfle,24,miscsmall,1,material_or_consumable,dedicated_stack_10,1,523
cnr_p_puntasvir,src/cnr/uti/cnr_p_puntasvir.uti.json,CNR - Carpinteria,cnr_p_puntasvir,cnr_p_puntasvir,24,miscsmall,1,material_or_consumable,dedicated_stack_10,1,523
cnr_p_raiz,src/cnr/uti/cnr_p_raiz.uti.json,CNR - Alquimia,cnr_p_raiz,cnr_p_raiz,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_resina,src/cnr/uti/cnr_p_resina.uti.json,CNR - Alquimia,cnr_p_resina,cnr_p_resina,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_sal,src/cnr/uti/cnr_p_sal.uti.json,CNR - Peleteria,cnr_p_sal,cnr_p_sal,307,miscmedium2,1,material_or_consumable,dedicated_stack_10,1,536
cnr_p_seda,src/cnr/uti/cnr_p_seda.uti.json,CNR - Peleteria,cnr_p_seda,cnr_p_seda,212,miscmedium3,1,material_or_consumable,dedicated_stack_10,1,533
cnr_p_seta,src/cnr/uti/cnr_p_seta.uti.json,CNR - Alquimia,cnr_p_seta,cnr_p_seta,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_tachones,src/cnr/uti/cnr_p_tachones.uti.json,CNR - Peleteria,cnr_p_tachones,cnr_p_tachones,24,miscsmall,1,material_or_consumable,dedicated_stack_10,1,523
cnr_p_tachonref,src/cnr/uti/cnr_p_tachonref.uti.json,CNR - Peleteria,cnr_p_tachonref,cnr_p_tachonref,24,miscsmall,1,material_or_consumable,dedicated_stack_10,1,523
cnr_p_tanino,src/cnr/uti/cnr_p_tanino.uti.json,CNR - Peleteria,cnr_p_tanino,cnr_p_tanino,79,miscthin,1,material_or_consumable,dedicated_stack_10,1,530
cnr_p_virutas,src/cnr/uti/cnr_p_virutas.uti.json,CNR - Alquimia,cnr_p_virutas,cnr_p_virutas,24,miscsmall,1,material_or_consumable,dedicated_stack_10,0,523
cnr_p_zumo,src/cnr/uti/cnr_p_zumo.uti.json,CNR - Alquimia,cnr_p_zumo,cnr_p_zumo,311,miscsmall2,1,material_or_consumable,dedicated_stack_10,0,537
cnr_q_amar,src/cnr/uti/cnr_q_amar.uti.json,CNR - Joyeria,cnr_q_amar,cnr_q_amar,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_amat,src/cnr/uti/cnr_q_amat.uti.json,CNR - Joyeria,cnr_q_amat,cnr_q_amat,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_aza,src/cnr/uti/cnr_q_aza.uti.json,CNR - Joyeria,cnr_q_aza,cnr_q_aza,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_barra,src/cnr/uti/cnr_q_barra.uti.json,CNR - Joyeria,cnr_q_barra,cnr_q_barra,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_bel,src/cnr/uti/cnr_q_bel.uti.json,CNR - Joyeria,cnr_q_bel,cnr_q_bel,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_cor,src/cnr/uti/cnr_q_cor.uti.json,CNR - Joyeria,cnr_q_cor,cnr_q_cor,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_cuar,src/cnr/uti/cnr_q_cuar.uti.json,CNR - Joyeria,cnr_q_cuar,cnr_q_cuar,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_diam,src/cnr/uti/cnr_q_diam.uti.json,CNR - Joyeria,cnr_q_diam,cnr_q_diam,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_esme,src/cnr/uti/cnr_q_esme.uti.json,CNR - Joyeria,cnr_q_esme,cnr_q_esme,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_jac,src/cnr/uti/cnr_q_jac.uti.json,CNR - Joyeria,cnr_q_jac,cnr_q_jac,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_jade,src/cnr/uti/cnr_q_jade.uti.json,CNR - Joyeria,cnr_q_jade,cnr_q_jade,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_lagrey,src/cnr/uti/cnr_q_lagrey.uti.json,CNR - Joyeria,cnr_q_lagrey,cnr_q_lagrey,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_lagroj,src/cnr/uti/cnr_q_lagroj.uti.json,CNR - Joyeria,cnr_q_lagroj,cnr_q_lagroj,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_obs,src/cnr/uti/cnr_q_obs.uti.json,CNR - Joyeria,cnr_q_obs,cnr_q_obs,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_opalo,src/cnr/uti/cnr_q_opalo.uti.json,CNR - Joyeria,cnr_q_opalo,cnr_q_opalo,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_opaloa,src/cnr/uti/cnr_q_opaloa.uti.json,CNR - Joyeria,cnr_q_opaloa,cnr_q_opaloa,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_opalof,src/cnr/uti/cnr_q_opalof.uti.json,CNR - Joyeria,cnr_q_opalof,cnr_q_opalof,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_opalon,src/cnr/uti/cnr_q_opalon.uti.json,CNR - Joyeria,cnr_q_opalon,cnr_q_opalon,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_orblen,src/cnr/uti/cnr_q_orblen.uti.json,CNR - Joyeria,cnr_q_orblen,cnr_q_orblen,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_orlo,src/cnr/uti/cnr_q_orlo.uti.json,CNR - Joyeria,cnr_q_orlo,cnr_q_orlo,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_pic,src/cnr/uti/cnr_q_pic.uti.json,CNR - Joyeria,cnr_q_pic,cnr_q_pic,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_rubi,src/cnr/uti/cnr_q_rubi.uti.json,CNR - Joyeria,cnr_q_rubi,cnr_q_rubi,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_rubie,src/cnr/uti/cnr_q_rubie.uti.json,CNR - Joyeria,cnr_q_rubie,cnr_q_rubie,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_top,src/cnr/uti/cnr_q_top.uti.json,CNR - Joyeria,cnr_q_top,cnr_q_top,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_zaf,src/cnr/uti/cnr_q_zaf.uti.json,CNR - Joyeria,cnr_q_zaf,cnr_q_zaf,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_zafe,src/cnr/uti/cnr_q_zafe.uti.json,CNR - Joyeria,cnr_q_zafe,cnr_q_zafe,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_zafn,src/cnr/uti/cnr_q_zafn.uti.json,CNR - Joyeria,cnr_q_zafn,cnr_q_zafn,77,gem,10,material_or_consumable,retain_stack_10,0,77
cnr_q_zen,src/cnr/uti/cnr_q_zen.uti.json,CNR - Joyeria,cnr_q_zen,cnr_q_zen,77,gem,10,material_or_consumable,retain_stack_10,0,77
